age,educationyears,sex,hoursperweek,incomeUSD
50,9,1,50,25963
24,9,0,25,35950
28,15,1,99,26771
44,14,0,40,160346
25,11,1,40,36997
45,14,1,50,117974
20,9,1,40,49881
67,11,0,40,36551
40,15,1,45,130662
52,9,1,40,46696
34,16,1,50,78562
37,12,1,45,126298
17,6,1,4,37641
25,11,0,42,135327
35,13,1,40,39102
63,14,0,40,55869
38,10,0,40,39309
33,13,1,60,184507
51,14,0,40,111290
64,16,1,50,142022
50,10,1,40,39641
18,6,1,56,26773
67,14,1,99,48275
46,9,1,40,43740
60,13,1,50,48892
29,9,0,40,43265
30,10,0,40,20072
56,16,1,40,41271
29,9,0,40,152185
37,13,0,27,46460
55,2,0,30,31837
24,9,0,30,35881
21,9,1,35,46295
46,13,1,70,112749
25,8,1,40,28848
40,9,1,28,27007
23,10,0,40,35953
43,10,1,30,20036
29,10,1,60,134190
59,6,0,40,27578
18,10,1,35,47511
28,9,1,32,42470
17,7,0,15,35152
53,9,1,40,89741
22,3,0,40,38348
63,9,1,40,30050
32,14,0,45,70360
40,9,0,35,38440
61,15,1,50,188727
35,9,1,40,48109
43,13,1,50,20722
20,10,0,40,24117
48,10,1,40,47338
56,13,0,40,47274
51,9,1,40,42323
34,10,1,40,29843
44,10,1,40,113477
61,14,1,40,175754
37,10,1,44,182768
36,13,1,40,147765
34,10,1,40,25407
23,10,0,25,43877
63,14,1,40,69594
63,9,0,11,39286
47,14,1,41,117672
55,9,0,50,61566
31,13,1,48,21490
27,10,1,40,37551
58,13,0,40,170508
28,10,1,48,20840
52,4,0,64,23725
31,9,1,50,37816
53,10,0,38,29342
43,10,0,50,47254
43,9,1,40,25239
50,14,1,80,125953
68,9,1,35,45977
37,7,1,40,41495
26,9,1,40,25197
22,7,0,40,25250
22,10,1,55,38674
59,10,1,50,199626
30,10,1,40,36497
24,9,0,55,25967
30,9,1,40,20685
50,13,1,40,142696
38,8,1,40,26523
29,9,1,40,39450
76,9,1,24,32456
21,11,1,40,40884
65,10,0,24,29670
43,9,1,45,148956
29,13,0,24,31122
32,13,1,45,46622
37,12,1,65,115002
64,9,1,16,26621
49,10,1,40,90590
44,13,1,40,136593
68,9,1,15,47439
34,13,1,40,195773
35,10,1,36,27008
53,10,0,43,45627
24,11,1,50,33443
31,10,0,40,22666
25,10,1,38,38395
36,9,1,45,23834
29,10,1,60,23184
37,9,1,50,60643
42,16,0,45,49579
30,9,0,40,31196
32,10,1,70,21083
47,13,1,45,67236
44,9,1,40,62047
19,9,1,40,22526
22,9,1,48,42093
51,5,1,50,137237
69,9,1,16,29503
73,7,1,8,23580
18,7,0,20,21722
33,9,1,40,38419
22,10,0,55,47935
33,13,0,45,109175
20,10,0,40,39203
28,10,1,40,43422
25,9,0,40,30957
27,9,1,48,47682
22,9,1,40,25426
67,9,1,35,26496
31,9,1,40,23052
36,10,0,25,38734
43,15,1,50,85171
33,13,0,40,38219
37,9,0,35,84355
27,9,1,60,27368
36,10,1,40,38241
33,12,0,45,28133
63,13,1,40,141925
48,13,0,56,142271
25,9,1,45,31533
41,9,1,10,31536
26,9,1,40,26480
23,10,0,40,40104
33,9,0,40,29352
30,14,1,17,29797
67,9,0,20,40916
32,9,1,55,159952
48,9,1,60,144402
51,9,0,24,25289
39,14,1,40,40387
40,13,1,60,35430
40,9,1,40,116086
19,9,1,40,24669
28,9,0,36,25131
47,13,1,60,81092
20,10,0,20,41393
41,9,1,40,34610
29,10,0,40,29659
40,13,1,50,113365
61,9,0,40,36443
25,7,1,40,32482
26,9,1,40,30953
43,13,0,40,43138
17,4,1,45,30513
43,14,0,40,178403
73,9,1,40,23779
46,10,0,40,31244
19,10,1,20,20014
37,9,1,40,31205
26,10,1,40,34589
47,9,1,40,28082
47,14,1,40,37537
29,13,1,40,29167
29,9,0,40,40450
33,13,1,55,37045
20,9,1,40,46044
28,6,0,48,24892
26,13,1,45,46027
41,14,1,40,34311
67,4,1,40,28587
43,13,1,50,21723
35,5,1,46,22598
18,8,0,25,37585
55,10,1,40,38277
44,9,0,40,32635
64,9,0,15,43858
34,11,1,75,37410
38,10,1,60,175750
25,9,0,8,39349
21,10,1,40,46103
37,2,1,53,37779
39,10,0,40,39378
34,10,0,50,30345
23,13,0,45,22848
54,10,1,40,120902
49,14,1,70,151955
25,9,0,40,20830
51,12,1,50,29137
29,9,1,35,28047
27,13,0,48,42915
53,9,0,40,33418
68,13,1,55,195388
56,9,1,40,123170
30,16,1,40,40071
24,9,0,48,43223
70,5,0,25,42467
24,10,0,40,41232
74,12,0,20,20556
23,10,0,25,36150
41,14,1,55,30337
45,9,0,19,48360
35,9,1,40,42253
21,9,1,40,49322
45,7,0,25,40986
18,7,0,30,36591
49,13,1,25,48719
49,11,0,36,48637
45,13,1,37,24398
27,9,1,40,27217
28,10,1,40,24001
35,13,1,45,51005
33,10,1,40,43532
35,7,1,35,33567
19,9,1,40,40794
33,10,0,28,25439
28,9,1,40,93042
49,10,0,40,35324
61,9,1,32,44780
39,10,1,25,46184
22,9,0,40,24270
42,6,1,40,21359
22,10,1,40,29472
18,9,1,40,21575
49,5,1,40,102728
33,16,1,40,76215
28,9,1,45,42335
42,4,1,35,40292
20,10,1,25,20680
50,10,1,48,32185
32,10,1,40,108925
31,9,0,40,34355
29,11,1,40,29588
46,10,1,40,34403
32,16,1,77,44420
61,9,0,24,37201
43,7,1,55,35519
35,9,0,40,48786
39,13,1,40,29103
18,7,1,35,26249
42,10,1,60,27224
23,13,0,40,23274
32,13,1,45,27598
52,9,1,85,106020
36,12,1,40,140222
38,10,1,50,149412
50,9,0,72,71015
23,12,1,40,31675
71,15,1,12,77740
27,9,0,30,39385
56,9,1,60,39471
28,10,1,40,31212
45,9,1,40,40601
28,9,0,40,36415
28,10,1,40,30583
18,10,0,15,30962
62,4,1,40,31765
35,8,0,40,20895
39,6,1,60,34213
24,10,1,20,30303
58,5,1,40,28662
48,9,1,40,41120
57,13,1,50,156514
31,13,1,60,30495
25,9,1,40,48376
34,13,0,36,100862
29,4,1,72,21418
38,12,0,40,47313
21,10,0,40,37558
34,9,1,70,25082
50,13,0,32,38043
50,9,0,40,49729
49,11,0,45,28998
30,13,1,70,45424
29,14,1,20,40464
22,10,1,20,36281
42,9,1,50,38089
19,10,1,40,37518
31,10,0,48,20322
42,13,1,21,30022
20,10,1,20,21413
51,9,1,40,24563
50,6,1,40,57202
27,5,1,40,29172
26,7,1,40,42045
61,9,1,40,52707
20,10,1,40,36092
51,10,1,40,132797
52,9,1,40,20046
33,9,1,38,25674
31,13,1,60,34493
24,10,0,40,44015
56,13,1,40,34925
19,10,1,40,33090
29,7,1,50,46155
18,9,0,30,41714
43,10,1,50,49756
43,16,1,64,171440
21,9,1,40,33086
51,9,0,40,26619
20,7,0,39,40768
41,10,1,65,86055
45,10,1,40,129549
20,9,0,30,26839
28,13,0,60,178117
50,14,0,40,126478
47,13,1,40,25309
80,4,1,35,40764
47,9,0,35,29520
19,10,1,84,47650
45,9,1,50,47441
17,7,1,12,39514
37,9,1,50,28742
27,10,0,40,24980
17,8,1,16,46601
18,9,1,40,28618
57,9,1,40,29316
26,9,0,40,36514
26,14,0,40,24722
36,13,1,45,99077
51,9,1,80,89532
38,10,1,40,25283
77,3,1,20,46182
51,9,1,40,167527
24,7,1,40,32549
35,9,1,65,41821
35,6,1,99,44941
51,13,1,40,179929
28,13,1,40,184350
37,9,1,40,20955
43,9,1,40,48627
23,9,1,30,25924
42,13,0,40,37459
58,10,0,40,74786
52,9,0,20,45342
29,9,0,50,48009
27,10,1,60,35374
28,10,0,40,46882
59,12,1,20,195298
28,9,1,40,38361
24,10,1,40,25831
20,6,1,40,49061
54,13,1,40,142696
65,9,1,25,32391
18,10,1,30,23675
38,10,1,40,70044
29,9,1,40,29840
27,9,0,40,27892
36,14,1,40,32616
55,9,1,40,36961
22,3,1,30,22898
28,13,0,40,31106
20,10,0,30,35984
24,13,1,40,25292
36,14,1,50,82299
68,9,1,40,39334
49,9,1,50,137561
18,4,1,40,46740
50,16,0,60,93127
37,8,0,40,22389
60,14,1,50,73626
43,10,1,40,20023
43,16,0,70,104704
17,7,0,9,25112
43,10,0,50,21566
39,10,1,26,27901
21,10,0,15,30260
42,16,1,7,41796
48,10,1,60,117676
56,13,1,45,155486
21,12,0,30,33606
28,12,1,40,70296
39,9,1,40,121894
40,4,1,40,25657
38,12,1,40,30921
59,10,1,36,151656
51,9,1,40,43001
19,9,1,16,36648
23,9,0,40,27465
31,13,0,40,29494
42,12,1,40,43701
43,9,1,40,101532
45,10,1,55,89266
34,10,1,35,38119
21,9,1,30,43986
34,10,1,40,70596
55,10,1,40,185352
30,11,0,40,30135
29,9,1,48,38277
19,10,0,20,25113
45,13,1,35,45428
42,13,1,72,122369
32,13,0,40,40746
90,10,1,40,29158
44,13,1,44,137509
34,9,1,40,100807
35,8,0,30,23909
39,10,1,25,39434
29,13,1,40,33885
24,9,0,32,23431
49,10,1,17,46950
52,10,1,40,72812
54,13,1,60,114920
31,5,1,40,34292
44,10,0,50,41248
18,10,0,30,24857
27,9,1,40,25689
24,9,1,40,27454
30,9,1,60,42522
27,10,0,40,39492
34,13,1,20,21466
25,10,0,19,28259
39,9,0,40,49395
28,10,1,40,182733
51,9,1,70,28160
21,9,0,35,48776
33,10,1,26,36603
27,11,0,38,28912
29,9,1,40,26209
33,6,1,40,45045
37,9,1,50,90533
20,9,1,40,44053
24,13,0,40,39423
29,9,0,35,29404
31,13,1,45,80288
41,10,1,40,24435
42,10,1,40,20677
20,10,0,30,36959
54,5,1,40,47229
55,13,0,55,48530
21,9,1,32,23568
52,11,1,45,121116
19,9,1,40,47208
33,11,1,40,36314
22,9,0,35,39409
59,9,0,38,35105
17,6,1,40,34972
31,8,1,32,23127
74,9,1,40,171586
45,6,0,40,44907
36,9,0,40,26072
35,10,1,60,44035
45,10,1,40,28633
42,9,1,85,36310
50,14,0,40,45957
39,9,0,40,30612
44,10,1,45,24852
52,2,1,56,72256
24,13,1,43,47499
56,5,1,99,48484
27,9,1,50,162634
47,13,1,45,128582
40,15,1,60,129139
38,9,1,40,36318
27,11,0,40,35657
52,9,0,38,36375
22,9,1,40,35882
41,10,1,40,34885
30,9,0,20,29576
55,13,1,35,40950
25,10,1,40,22895
32,13,1,40,41517
28,10,0,60,39150
33,9,1,50,26284
17,9,1,40,40816
27,9,1,40,33028
55,11,1,20,21265
63,10,1,18,168040
39,9,0,40,40280
51,16,1,52,87406
67,4,1,40,40346
41,13,1,72,38863
27,9,0,26,29557
54,14,1,45,65849
59,6,1,40,144035
18,9,0,25,34254
19,9,1,20,21412
31,9,1,50,23361
17,7,0,7,49058
42,9,1,40,89440
37,10,0,30,49686
51,9,1,40,37326
48,9,0,40,34214
23,9,1,40,25329
27,11,1,45,39281
25,9,1,40,24991
69,12,0,6,26769
30,13,1,44,37832
33,9,1,35,38239
28,9,1,48,49991
45,3,1,40,29879
25,10,1,15,34110
37,11,1,45,169179
59,1,1,40,45630
26,9,0,30,28139
48,10,0,25,41203
64,9,1,40,41068
39,13,1,50,38835
24,13,1,40,27691
40,14,0,35,31778
46,14,1,70,147798
35,10,1,40,180523
43,9,0,40,173927
31,9,1,40,21355
22,10,0,25,43778
35,10,1,30,48754
35,9,1,50,49919
35,10,0,40,41136
40,15,1,40,137753
50,14,0,40,41678
48,15,1,63,72827
70,14,1,8,45464
46,9,0,40,20085
36,9,0,38,31070
37,13,1,36,50626
24,5,1,45,46943
47,13,0,70,21808
35,9,1,50,39836
43,13,1,40,36094
18,7,1,20,24724
54,9,1,50,49684
62,9,0,38,40769
36,13,1,48,117562
27,5,1,40,35337
23,10,1,14,21220
61,13,1,15,53915
39,13,1,60,49773
33,3,1,50,93099
28,2,0,40,37321
22,9,1,20,24449
31,11,1,60,145627
26,13,1,30,46048
44,13,1,50,135316
73,13,1,30,33008
44,13,0,35,29444
35,11,1,45,38440
33,13,0,40,22327
27,13,0,40,37393
47,13,1,50,77527
29,9,1,45,78976
33,10,0,26,45544
50,10,0,15,40129
32,9,1,40,41406
41,14,1,40,44348
19,10,0,35,22554
45,9,1,60,143851
65,9,0,36,30428
42,10,0,40,46993
33,13,1,25,99146
32,13,1,60,69277
42,10,1,40,120759
49,10,0,45,132163
38,9,1,45,46806
38,10,1,50,44352
37,10,1,52,30803
24,10,1,30,43446
27,10,1,50,28847
25,5,0,40,27214
29,9,1,50,25482
46,9,1,70,38161
44,9,1,96,46034
26,13,0,40,20491
46,12,1,49,184577
38,10,1,40,39267
38,10,1,40,49563
22,13,1,20,45644
33,10,1,40,44294
50,12,1,40,36918
31,9,1,41,186037
26,10,0,4,39969
42,10,1,38,25685
27,9,1,40,35464
34,14,1,45,102982
64,9,1,40,25298
43,10,1,40,21634
39,9,1,40,45458
47,15,1,40,146358
56,14,1,66,25468
25,14,1,20,37603
60,13,0,35,38835
52,9,1,44,31513
43,9,1,16,47395
46,13,0,40,36221
19,10,0,30,30238
56,4,0,20,34744
22,13,1,40,30678
28,7,1,40,22532
39,3,0,30,24226
28,10,1,40,40350
31,13,1,50,110866
22,9,0,35,47826
39,9,1,40,123755
39,13,1,40,173961
28,7,1,40,25122
67,9,1,11,32152
31,9,0,35,22293
50,13,1,40,31595
34,9,1,46,28257
48,9,0,40,192606
51,13,0,40,25988
54,9,1,40,36909
44,11,1,40,48354
20,10,0,20,26078
37,9,1,40,42364
38,10,1,40,31205
59,12,1,40,48104
59,13,1,50,24683
51,10,1,48,68531
60,13,1,40,36718
29,10,1,40,48351
37,10,0,40,36714
42,6,1,35,26431
28,13,1,50,78292
34,9,0,40,49180
50,13,1,40,142930
22,9,1,24,37577
27,9,0,52,40193
45,15,0,43,31054
39,9,0,38,22507
25,13,0,35,27357
63,9,1,15,28076
24,13,1,40,96641
18,9,0,30,21895
19,9,1,40,34844
23,8,1,38,31456
20,3,1,40,39546
17,6,0,24,20182
63,13,1,40,97852
28,13,1,65,188277
51,13,1,50,53252
29,13,0,45,35038
64,10,0,12,28032
17,6,1,25,37882
45,10,0,35,39850
18,8,1,20,21495
31,9,0,40,38441
48,13,1,50,67241
41,10,0,45,27163
65,15,1,60,54106
27,11,1,40,30434
39,11,1,40,29857
51,10,1,8,102745
49,14,1,45,162162
58,9,1,40,40470
36,13,1,45,87669
25,9,0,40,31738
41,10,0,37,47182
31,5,0,40,20773
63,7,1,37,197095
50,13,0,40,30814
63,10,1,40,32084
44,14,1,99,32238
48,9,1,65,43932
51,10,1,50,21116
18,9,0,15,25166
23,10,1,25,48110
31,9,1,40,24315
38,9,1,40,45070
19,10,1,20,29047
56,10,1,60,181179
31,4,1,20,42233
46,10,1,40,40469
39,14,1,50,159023
56,9,1,40,34828
31,9,0,40,45566
42,13,1,40,140637
53,9,1,35,132245
18,7,0,15,49277
18,7,1,48,26597
20,10,0,35,24245
27,9,1,45,191551
31,13,1,40,44258
52,14,1,40,22100
46,9,1,40,44049
30,10,1,24,21792
26,13,0,40,32446
48,14,1,50,52918
37,10,1,40,69486
29,5,1,40,40361
49,9,1,55,154976
24,9,1,40,48932
74,9,1,20,39064
56,3,1,67,184447
39,13,1,40,41550
21,9,1,40,41325
29,13,0,45,56416
43,9,1,45,47795
23,13,0,40,23201
26,9,0,50,20468
47,9,1,60,27245
27,9,1,55,48745
45,9,1,45,97337
30,9,1,70,33303
35,10,0,20,94122
33,9,1,40,48702
37,9,1,40,72998
21,9,1,20,47127
42,9,1,40,36577
48,9,1,36,47795
46,9,0,48,37545
36,3,0,40,33678
54,9,1,40,29114
25,9,0,40,36333
26,9,0,25,20670
36,9,1,57,34376
56,13,1,20,44446
37,9,1,40,39448
26,13,0,40,134840
23,13,0,25,45345
23,13,0,40,22837
41,13,1,40,29969
55,13,1,50,180513
39,13,1,40,167152
67,12,1,35,29375
60,9,0,50,36435
54,9,0,40,27964
38,14,1,40,116770
47,10,1,40,149025
49,13,1,42,146315
19,9,0,24,44887
20,10,1,40,20674
66,9,0,35,44793
22,10,0,25,28441
51,14,1,42,147149
19,10,1,40,37533
36,10,0,40,37115
33,9,1,60,124486
41,13,1,56,35762
90,9,1,50,57962
78,4,1,60,29009
36,9,0,40,36368
30,15,1,55,35927
35,10,1,40,24782
46,14,1,45,111507
38,9,1,40,37269
24,13,1,40,36230
40,13,0,40,29659
49,4,1,40,36598
19,9,1,30,46681
77,10,0,20,27282
46,9,1,56,171823
41,10,1,40,47081
28,2,1,77,45139
21,9,1,40,49144
24,8,1,40,33335
36,9,1,45,35876
23,10,1,25,25141
38,9,1,40,31390
29,9,1,40,44352
38,10,1,50,139300
47,13,1,40,76302
39,14,0,40,39714
40,13,1,48,44375
21,10,1,40,36118
32,9,0,40,25659
23,9,1,40,25568
44,9,1,40,24805
37,10,1,40,48942
70,13,0,20,40819
51,14,1,40,180033
66,5,0,30,44824
57,10,1,40,43613
36,10,1,40,174994
48,13,1,60,50555
24,9,1,40,25880
51,14,0,40,172181
43,13,1,50,119256
27,9,1,60,41642
32,13,0,40,26640
20,10,0,35,37245
33,10,0,40,21296
19,10,1,40,42762
32,10,1,60,53319
35,15,1,40,96036
26,9,1,60,43671
39,9,0,60,22454
24,13,0,75,32271
45,10,1,40,109123
20,10,1,40,21201
49,13,0,45,22052
35,14,0,40,38110
30,9,0,40,28388
23,10,0,25,44069
33,13,1,45,20800
35,9,1,50,27681
31,14,1,50,21675
20,7,1,25,35911
44,9,1,40,47276
33,9,1,40,46002
50,10,1,40,41669
25,9,0,40,44517
28,9,1,40,25356
60,13,1,40,161119
38,11,1,40,31009
38,10,1,40,45929
57,13,1,40,42609
50,9,1,40,117818
39,7,0,40,38634
69,9,1,6,42376
51,11,1,39,186237
42,9,1,40,41523
53,13,1,50,95728
37,13,1,40,48785
37,6,1,40,43274
38,9,1,50,82656
20,10,0,24,34384
38,10,0,38,41231
52,11,1,48,183122
48,11,1,50,126962
30,11,1,40,67624
37,9,1,65,155103
47,9,1,45,36241
33,13,0,60,49933
33,9,0,35,21117
20,10,1,15,22548
41,13,1,40,32465
32,10,1,45,84358
54,9,1,50,34393
36,13,0,40,38302
46,13,0,40,38609
45,13,1,40,74350
18,10,0,16,41342
62,10,1,60,31934
33,9,1,40,30616
42,9,1,40,30582
18,10,0,40,35353
32,11,0,40,48618
43,4,1,40,21683
20,9,0,25,42708
50,13,1,45,23300
42,16,1,43,61839
36,9,1,40,22069
22,9,1,40,36540
30,9,1,40,22948
33,9,1,40,44031
43,12,1,43,44182
38,10,1,40,27672
34,13,1,14,36079
40,10,0,45,35675
40,9,1,40,20239
41,15,1,50,61926
57,10,1,50,63367
65,14,1,4,23645
52,10,1,50,43944
59,15,1,40,164977
18,9,1,25,29247
48,12,1,45,28596
45,3,1,40,34745
24,9,1,40,21996
27,12,1,40,21323
40,14,1,50,106294
44,13,1,40,30091
24,9,1,50,21755
71,15,1,16,36324
17,8,1,40,26795
57,10,1,40,28552
71,13,1,30,96992
37,16,1,40,34203
33,9,1,40,40759
41,9,1,40,32828
25,13,0,40,43677
42,9,1,15,42382
18,7,0,50,34530
34,9,1,40,21451
57,6,0,40,34467
27,13,0,45,48963
46,13,0,8,32575
64,7,0,35,45496
24,13,1,20,42109
23,13,1,30,20899
33,10,1,40,28477
58,11,1,56,42984
25,5,1,40,27083
44,14,0,55,20435
53,9,1,40,159619
38,9,0,35,171063
36,13,0,45,151965
25,9,1,40,26866
54,13,0,40,34424
31,8,1,40,27884
18,9,1,40,41926
40,9,1,40,43876
26,10,0,40,40778
68,16,1,50,113549
33,13,1,50,40385
22,12,1,55,49772
50,10,1,40,40829
24,13,1,30,20354
44,9,0,40,25829
37,9,1,40,27556
34,13,1,40,26574
45,10,0,45,161205
77,14,1,8,122754
25,6,0,35,37824
20,10,0,40,41451
46,9,1,40,37598
26,12,1,40,44557
45,2,0,25,27912
70,9,0,4,24425
57,9,1,40,136517
28,11,1,40,35954
35,12,0,16,34819
36,10,1,45,195768
32,9,0,40,38980
29,13,1,50,172685
36,13,1,45,32390
19,9,1,30,42281
27,13,0,20,37510
48,14,1,55,197081
49,13,1,50,27990
55,14,1,20,79989
61,9,0,82,44011
42,10,1,40,190787
42,12,0,40,33915
30,11,1,40,30819
32,9,1,40,30547
37,10,1,40,61792
35,10,1,45,31096
30,11,0,40,32923
30,15,1,20,82600
55,10,1,70,129021
36,10,1,40,36864
33,9,1,48,44530
56,13,1,40,67897
26,11,1,40,41572
37,9,1,40,28296
28,9,1,60,36804
38,9,1,50,45777
76,9,1,20,22028
35,10,0,40,33913
48,10,0,43,33259
35,12,1,40,31907
39,13,1,40,30936
64,9,1,40,25138
22,9,0,40,22964
45,13,1,40,117756
27,3,1,40,47283
43,9,0,50,110200
23,10,0,37,38257
25,6,1,40,26098
39,14,1,50,148940
63,9,0,35,30223
37,15,1,40,98971
26,9,1,40,24395
33,13,1,40,28459
45,13,0,70,43604
28,10,0,40,25621
20,10,0,20,33179
34,9,0,20,47589
34,10,1,40,32469
41,9,1,40,154085
38,10,1,50,144773
36,13,1,40,81502
38,10,1,40,32522
46,13,1,72,193903
43,13,0,60,35562
49,10,0,30,43971
26,13,0,35,22106
28,9,0,35,42125
54,9,1,40,118562
53,9,0,40,28076
24,10,1,50,21267
23,10,1,30,38025
55,9,0,40,32903
58,5,1,40,38335
26,9,1,40,49169
19,6,0,20,46965
28,10,0,40,37466
45,10,1,52,30020
30,10,1,45,60606
76,9,0,33,39325
47,9,0,40,30159
34,10,1,40,22459
40,10,0,35,148221
24,9,0,25,21815
30,13,0,50,153519
67,10,1,10,65375
24,9,0,40,21567
43,10,0,40,35183
29,8,1,40,34803
40,9,1,40,22786
61,10,1,40,28655
45,16,1,45,65231
21,10,0,50,23378
58,9,1,40,160606
52,10,1,40,46700
34,9,1,40,21252
20,10,0,20,33935
25,10,1,40,43065
46,9,1,40,45181
54,10,0,40,36205
43,14,1,40,166272
25,5,1,40,20630
21,12,0,25,47021
65,10,1,50,167264
37,9,1,40,21312
29,9,1,40,101556
44,13,1,40,106044
37,10,1,40,77823
38,10,0,40,33788
35,10,1,70,22648
32,9,1,40,40278
44,10,1,60,20643
39,13,0,30,43819
23,10,0,25,20758
25,13,1,45,122835
23,10,0,28,22866
47,10,1,40,42311
47,7,0,45,35818
25,9,1,40,42294
35,10,1,45,35695
68,4,1,40,21630
50,11,1,40,118202
47,9,0,40,49194
35,16,1,45,146481
24,9,1,40,28432
21,9,1,40,36560
35,13,0,40,157487
30,13,0,40,31219
17,7,1,20,32160
49,9,0,40,35320
27,3,1,60,36649
22,9,0,15,31575
22,10,0,40,38656
50,9,1,2,34400
51,11,1,38,59368
27,13,1,30,35504
27,13,0,20,47259
23,4,1,35,47959
20,9,0,40,45937
42,9,1,48,45573
32,9,1,40,124169
45,13,1,38,124200
35,4,0,80,23385
22,9,1,40,32363
34,10,0,38,43502
28,13,0,40,40610
38,13,0,24,38731
48,10,1,42,76454
22,10,1,40,44254
34,14,1,40,38802
25,9,0,50,100735
23,9,0,40,47348
38,10,1,60,148697
43,9,0,40,31256
49,9,1,40,136142
23,10,1,40,43640
57,9,0,40,36399
24,13,1,40,36333
44,10,1,58,193666
34,12,1,50,39207
29,10,1,40,38754
29,7,0,40,32942
35,9,1,50,82353
48,9,1,40,23504
38,9,1,36,34933
42,9,0,50,33333
53,10,0,40,22637
29,15,0,55,48001
59,13,1,72,48107
31,9,1,40,39938
34,9,1,40,31459
51,13,1,50,88656
25,9,1,40,27981
28,9,0,10,35034
30,9,1,40,125260
46,9,0,48,27448
45,9,0,40,49954
23,10,0,40,49892
33,12,0,42,35943
44,13,0,20,170156
25,9,1,40,46660
48,10,1,40,34080
23,9,0,40,20398
33,11,0,50,64181
20,10,0,30,33599
23,13,0,40,39323
71,9,0,40,30813
22,13,0,40,25211
36,13,1,50,106834
27,7,1,60,48619
40,9,0,35,29688
30,10,1,50,39055
30,11,1,40,33060
30,10,1,40,32829
35,13,1,40,28056
39,9,0,40,30269
39,9,1,50,35740
74,3,1,40,47012
32,10,1,50,186305
25,9,1,40,43248
64,10,0,40,27653
47,9,1,40,56724
37,13,0,37,64620
47,9,1,40,129851
33,9,1,40,192735
40,11,0,40,171964
22,9,1,80,41794
56,9,1,40,31777
37,9,0,55,37949
30,10,1,70,21522
20,8,0,35,47986
53,14,1,38,184449
43,13,1,48,140222
23,9,1,40,44579
43,9,1,30,21313
30,9,1,40,39833
20,10,0,46,22544
22,11,1,40,35085
38,13,1,50,37894
54,10,1,40,27361
23,9,1,40,32528
46,9,1,40,22578
59,6,1,40,43720
28,6,1,50,45271
18,8,1,25,25423
41,11,1,40,25043
42,11,1,48,29552
58,10,1,40,102184
24,9,1,50,24928
39,13,1,45,56053
28,13,0,35,46048
25,14,1,55,45525
29,10,0,54,22996
53,3,1,40,24020
63,9,1,40,37000
26,11,0,38,33936
21,9,1,50,38944
45,10,1,40,136228
29,11,0,40,23529
72,16,1,40,24362
51,6,1,40,23511
21,5,1,40,29005
38,10,0,40,48134
38,13,0,40,158649
46,14,1,41,42853
31,13,1,60,80305
68,6,0,90,41738
43,9,1,40,26671
21,9,1,40,36397
44,13,1,3,22809
56,16,1,40,161840
20,9,1,12,32927
36,9,1,40,181905
21,9,0,25,43164
21,10,0,40,127427
52,10,1,40,43536
56,16,1,70,148068
52,13,0,20,104588
51,13,1,25,47041
29,9,1,40,43815
36,10,1,55,44349
29,9,1,55,27978
21,9,0,30,37969
58,2,1,40,44637
37,9,1,40,46422
50,10,0,45,38023
30,9,1,50,27217
29,9,1,30,28356
48,9,1,40,23064
50,4,1,40,45211
39,12,0,25,158142
35,15,1,55,26633
54,9,1,25,118135
24,9,0,25,27049
20,9,1,45,40582
30,10,1,55,73724
19,9,0,30,41427
26,9,1,40,23413
38,9,1,99,100787
25,10,0,40,32119
33,10,1,50,22077
60,13,1,40,177904
30,10,1,40,46952
30,13,1,40,31624
19,4,0,40,33202
23,9,1,40,45656
27,10,1,40,186046
20,10,1,40,29402
39,12,1,52,27221
33,4,1,45,49575
65,9,1,24,22932
34,13,1,50,189902
20,9,0,25,38804
23,10,1,40,23757
25,6,1,40,47688
28,13,0,50,91385
31,7,1,25,24511
28,13,1,40,29279
37,9,0,40,26165
52,10,1,50,80304
66,11,0,40,31543
31,9,1,40,41164
37,13,1,50,116375
45,13,1,45,34363
45,12,1,40,27702
44,9,1,60,41564
32,13,1,40,26132
35,9,1,60,148741
53,7,1,40,25231
54,10,1,40,164808
43,11,1,40,22343
30,10,1,40,26105
49,10,1,50,48392
52,16,1,57,89542
20,10,0,4,24657
60,9,1,40,162330
45,12,1,40,29336
48,13,1,60,112555
28,13,1,60,191830
61,15,1,40,186361
48,10,1,40,26657
32,10,1,45,36375
27,9,1,30,44056
38,13,1,35,46340
33,3,1,20,43206
43,14,0,50,194272
36,9,1,60,45998
38,7,1,40,29184
24,9,0,40,24740
22,6,1,40,28684
30,13,1,40,45348
55,14,1,40,111183
46,15,1,55,182470
39,9,1,50,29184
50,9,1,40,44941
34,11,0,40,28006
47,13,1,60,107371
46,9,1,40,45088
23,9,1,60,36808
43,10,0,72,46175
45,9,1,40,37322
55,13,1,40,23399
68,9,1,8,26449
39,11,1,40,29634
39,9,0,40,25097
37,13,1,40,37250
19,10,1,40,49172
20,7,1,20,35706
49,11,0,40,40739
33,10,1,40,32046
21,9,1,35,22630
72,13,1,3,30517
58,14,1,35,178097
43,9,1,55,40020
62,7,0,21,30251
21,10,1,20,31705
26,10,1,60,41265
27,5,1,40,46972
34,10,1,38,106599
49,9,0,40,43317
28,9,0,40,33165
34,13,1,48,70524
29,10,0,40,143468
58,6,1,50,98753
45,9,0,40,28740
47,13,0,40,26901
53,9,1,40,145557
52,6,1,40,28877
47,7,0,15,48341
36,13,1,40,72761
48,13,1,65,60998
